training/actor/actor_loss,training/actor/bc_loss,training/actor/mse,training/actor/q,training/actor/q_loss,training/critic/critic_loss,training/critic/q_max,training/critic/q_mean,training/critic/q_min,training/grad/max,training/grad/min,training/grad/norm,validation/actor/actor_loss,validation/actor/bc_loss,validation/actor/mse,validation/actor/q,validation/actor/q_loss,validation/critic/critic_loss,validation/critic/q_max,validation/critic/q_mean,validation/critic/q_min,time/epoch_time,time/total_time,step
84.89406,0.064760245,0.06448902,-84.24645,84.24645,1.9863204,-0.8869352,-85.38,-189.64975,6.5985017,-2.61023,132.0404,89.66433,0.063243546,0.06213496,-89.03189,89.03189,17.296024,-9.13025,-89.71615,-179.49881,0.0020996800899505614,2744.610863685608,955000
88.548134,0.058557667,0.0579908,-87.962555,87.962555,1.481967,0.30707324,-88.97631,-195.23291,1.5434331,-2.6256087,84.181564,87.98805,0.060596216,0.0602673,-87.38209,87.38209,14.693652,-20.718647,-88.19386,-163.80885,0.0020484126091003417,2754.8529324531555,960000
88.253914,0.0557926,0.055555236,-87.69599,87.69599,1.4359099,-27.43643,-88.667816,-181.4969,5.1854067,-14.415157,121.57512,88.95066,0.071645446,0.071090296,-88.23421,88.23421,16.7719,-13.934692,-88.989,-166.7673,0.0021019526958465577,2765.3627026081085,965000
87.1015,0.059921183,0.05987945,-86.50229,86.50229,1.6423255,-24.934196,-87.54503,-194.54807,11.72805,-3.454517,186.67183,85.26506,0.063156106,0.06327284,-84.6335,84.6335,17.541162,-9.651792,-85.32957,-163.51093,0.0021621579170227052,2776.1734986305237,970000
85.97561,0.059293497,0.05916618,-85.382675,85.382675,1.6917608,-30.71771,-86.40228,-195.52203,9.500605,-6.9109473,137.17216,88.47702,0.062086094,0.061849277,-87.85616,87.85616,14.445429,-12.925632,-88.56464,-157.09882,0.002112115478515625,2786.7340812683105,975000
86.2468,0.06186498,0.06184752,-85.62815,85.62815,1.3667848,-18.180132,-86.7377,-187.34436,8.009308,-5.032899,107.698425,90.83117,0.061477996,0.0617571,-90.21639,90.21639,15.088392,-30.16151,-90.825584,-178.10287,0.00208946852684021,2797.181429386139,980000
91.75066,0.06062193,0.060415775,-91.14445,91.14445,1.2127013,-18.39932,-92.145325,-191.73866,2.6640706,-6.5872173,83.6075,91.35236,0.06098428,0.060898613,-90.74252,90.74252,17.776257,-10.004453,-91.447754,-162.72885,0.0020932689666748046,2807.647779941559,985000
89.06816,0.06365706,0.06273959,-88.43159,88.43159,1.5229975,-0.9575416,-89.59994,-175.12027,4.1583495,-2.4910097,90.90674,88.173615,0.06764089,0.06675426,-87.49721,87.49721,18.09185,-13.123848,-88.26656,-156.77618,0.0021096635818481447,2818.1961040496826,990000
85.2092,0.06560836,0.0645902,-84.553116,84.553116,1.4160337,-6.1654058,-85.71898,-179.17595,1.82605,-3.2254362,86.278244,87.97851,0.08027815,0.07964423,-87.17573,87.17573,18.226908,-15.317742,-87.86876,-166.88464,0.002073469305038452,2828.563455581665,995000
86.69145,0.05790615,0.057485577,-86.11239,86.11239,1.0266547,-26.508217,-87.08791,-192.7516,3.512402,-4.8917565,98.46961,88.02513,0.07273485,0.07199326,-87.29778,87.29778,20.944965,-19.855955,-88.02831,-162.76805,0.0020817415237426758,2838.9721689224243,1000000
